instance_id,run_name,run_version,model,reasoning_effort,inference_mode,paper_compliant,score,resolved,almost_resolved,evaluator_problem,error_code,n_system_errors,n_warnings,n_resolved_tests,n_tests,calls,wall_clock_seconds,estimated_cost_usd,host_system,host_machine,docker_cpus,docker_memory,pricing_source,prompt,prompt_path,prompt_sha256
pls-rs__pls.4e1ae50,cpx62-miniswecompat-xhigh-20260517T094700Z-pls-rs-pls,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.6897590361445783,False,False,False,,0,0,229,332,75,689,3.6069,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
psampaz__go-mod-outdated.bb79367,cpx62-miniswecompat-xhigh-20260517T094700Z-psampaz-go-mod-outdated,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.8385964912280702,False,False,False,,0,0,239,285,45,520,2.1299,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
quinn-rs__quinn.bb359cc,cpx62-miniswecompat-xhigh-20260517T094700Z-quinn-rs-quinn,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.5517241379310345,False,False,False,,0,0,288,522,54,564,2.6388,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
raviqqe__muffet.a882908,cpx62-miniswecompat-xhigh-20260517T094700Z-raviqqe-muffet,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9453924914675768,False,False,False,,0,0,277,293,102,949,5.3509,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rbakbashev__elfcat.52f8cc7,cpx62-miniswecompat-xhigh-20260517T094700Z-rbakbashev-elfcat,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.7588652482269503,False,False,False,,0,0,428,564,54,686,4.238,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rcoh__angle-grinder.9c2fc88,cpx62-miniswecompat-xhigh-20260517T094700Z-rcoh-angle-grinder,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.6238938053097345,False,False,False,,0,0,705,1130,120,1362,7.079,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rhysd__kiro-editor.4157485,cpx62-miniswecompat-xhigh-20260517T094700Z-rhysd-kiro-editor,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9226890756302522,False,False,False,,0,0,549,595,75,837,4.2367,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
riquito__tuc.16fb471,cpx62-miniswecompat-xhigh-20260517T094700Z-riquito-tuc,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9264214046822743,False,False,False,,0,0,1108,1196,86,934,5.68,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
robertdavidgraham__masscan.b99d433,cpx62-miniswecompat-xhigh-20260517T094700Z-robertdavidgraham-masscan,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.6002353864260495,False,False,False,,0,0,1530,2549,80,826,4.8561,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rochacbruno__marmite.7d4bc2d,cpx62-miniswecompat-xhigh-20260517T094700Z-rochacbruno-marmite,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.6497005988023952,False,False,False,,0,0,434,668,94,1118,6.1356,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rs__curlie.5dfcbb1,cpx62-miniswecompat-xhigh-20260517T094700Z-rs-curlie,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.8373751783166904,False,False,False,,0,0,587,701,55,752,3.2355,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rs__jplot.2a54bcc,cpx62-miniswecompat-xhigh-20260517T094700Z-rs-jplot-attempt-2,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.8850771869639794,False,False,False,,0,0,516,583,71,751,3.7073,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rust-embedded__svd2rust.1760b5e,cpx62-miniswecompat-xhigh-20260517T094700Z-rust-embedded-svd2rust,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.7423913043478261,False,False,False,,0,0,683,920,58,667,4.5895,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rust-ethereum__ethabi.b1710ad,cpx62-miniswecompat-xhigh-20260517T094700Z-rust-ethereum-ethabi,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9277833500501504,False,False,False,,0,0,925,997,55,763,3.1378,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rust-lang__mdbook.37273ba,cpx62-miniswecompat-xhigh-20260517T094700Z-rust-lang-mdbook,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.04129263913824058,False,False,False,,0,0,46,1114,43,591,3.7166,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
rvben__rumdl.2d75c4d,cpx62-miniswecompat-xhigh-20260517T094700Z-rvben-rumdl,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.45454545454545453,False,False,False,,0,0,1510,3322,76,878,5.9832,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
samtools__samtools.aa823b5,cpx62-miniswecompat-xhigh-20260517T094700Z-samtools-samtools,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.3214035087719298,False,False,False,,0,0,458,1425,42,839,4.1012,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sayanarijit__xplr.1751065,cpx62-miniswecompat-xhigh-20260517T094700Z-sayanarijit-xplr,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.7589498806682577,False,False,False,,0,0,318,419,82,705,4.7501,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sclevine__yj.8016400,cpx62-miniswecompat-xhigh-20260517T094700Z-sclevine-yj,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.020860495436766623,False,False,False,,0,0,16,767,109,1077,5.984,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
segmentio__chamber.5f93f5f,cpx62-miniswecompat-xhigh-20260517T094700Z-segmentio-chamber,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.7831807780320366,False,False,False,,0,0,1369,1748,90,959,5.7537,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sharkdp__bat.f822bd0,cpx62-miniswecompat-xhigh-20260517T094700Z-sharkdp-bat,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.5857321652065082,False,False,False,,0,0,468,799,54,711,3.9887,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sharkdp__fd.40d8eb3,cpx62-miniswecompat-xhigh-20260517T094700Z-sharkdp-fd,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.8161943319838056,False,False,False,,0,0,1008,1235,157,1463,8.7436,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sharkdp__hexyl.2e26437,cpx62-miniswecompat-xhigh-20260517T094700Z-sharkdp-hexyl,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9293598233995585,False,False,False,,0,0,842,906,100,987,6.7344,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sharkdp__hyperfine.327d5f4,cpx62-miniswecompat-xhigh-20260517T094700Z-sharkdp-hyperfine,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.0,False,False,True,,0,0,0,291,76,912,4.7531,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sharkdp__pastel.b60e899,cpx62-miniswecompat-xhigh-20260517T094700Z-sharkdp-pastel,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.8994614003590664,False,False,False,,0,0,1002,1114,122,1324,8.4102,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
shashwatah__jot.a92aad8,cpx62-miniswecompat-xhigh-20260517T094700Z-shashwatah-jot,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9175531914893617,False,False,False,,0,0,690,752,90,805,4.6006,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sheepla__pingu.926d475,cpx62-miniswecompat-xhigh-20260517T094700Z-sheepla-pingu,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.95822454308094,False,True,False,,0,0,367,383,49,737,2.577,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sibprogrammer__xq.b89f681,cpx62-miniswecompat-xhigh-20260517T094700Z-sibprogrammer-xq,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.8320707070707071,False,False,False,,0,0,659,792,99,949,5.6294,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sigoden__argc.04a08f1,cpx62-miniswecompat-xhigh-20260517T094700Z-sigoden-argc,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.004020100502512563,False,False,False,,0,0,4,995,110,1135,7.4581,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
simeg__eureka.df3796c,cpx62-miniswecompat-xhigh-20260517T094700Z-simeg-eureka,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9156976744186046,False,False,False,,0,0,315,344,63,647,3.7283,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sirwart__ripsecrets.34c9e03,cpx62-miniswecompat-xhigh-20260517T094700Z-sirwart-ripsecrets,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9050736497545008,False,False,False,,0,0,553,611,98,862,4.5464,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sitkevij__hex.61ae69b,cpx62-miniswecompat-xhigh-20260517T094700Z-sitkevij-hex,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9550425273390036,False,True,False,,0,0,786,823,46,519,2.4806,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
skeema__skeema.6a76243,cpx62-miniswecompat-xhigh-20260517T094700Z-skeema-skeema,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.7833723653395784,False,False,False,,0,0,1338,1708,104,1064,7.7076,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sqlite__sqlite.839433d,cpx62-miniswecompat-xhigh-20260517T094700Z-sqlite-sqlite,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.0134675151694539,False,False,True,,0,0,182,13514,140,1306,8.1423,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
sstadick__hck.b66c751,cpx62-miniswecompat-xhigh-20260517T094700Z-sstadick-hck,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9508771929824561,False,True,False,,0,0,813,855,58,871,2.9448,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
stacked-git__stgit.430027d,cpx62-miniswecompat-xhigh-20260517T094700Z-stacked-git-stgit,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.5324254215304799,False,False,True,,0,1,821,1542,58,738,3.8827,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
stathissideris__ditaa.f2286c4,cpx62-miniswecompat-xhigh-20260517T094700Z-stathissideris-ditaa,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.3760262725779967,False,False,False,,0,0,229,609,91,856,5.2328,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
stranger6667__jsonschema.d52e881,cpx62-miniswecompat-xhigh-20260517T094700Z-stranger6667-jsonschema,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.557108762359359,False,False,False,,0,0,1634,2933,149,1323,8.1863,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
svenstaro__genact.16f96e3,cpx62-miniswecompat-xhigh-20260517T094700Z-svenstaro-genact,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.4870689655172414,False,False,False,,0,0,113,232,35,555,3.1656,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
svenstaro__miniserve.8449e8b,cpx62-miniswecompat-xhigh-20260517T094700Z-svenstaro-miniserve,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9046052631578947,False,False,False,,0,0,275,304,56,877,4.2913,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
tarka__xcp.5e5b448,cpx62-miniswecompat-xhigh-20260517T094700Z-tarka-xcp-attempt-2,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9383445945945946,False,False,False,,0,0,1111,1184,102,879,5.2767,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
thezoraiz__ascii-image-converter.d05a757,cpx62-miniswecompat-xhigh-20260517T094700Z-thezoraiz-ascii-image-converter,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.5827956989247312,False,False,False,,0,0,271,465,61,717,3.4949,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
tinycc__tinycc.9b8765d,cpx62-miniswecompat-xhigh-20260517T094700Z-tinycc-tinycc,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.19464105156723963,False,False,False,,0,0,385,1978,69,848,4.2344,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
tomarrell__wrapcheck.c058da1,cpx62-miniswecompat-xhigh-20260517T094700Z-tomarrell-wrapcheck,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.42083333333333334,False,False,False,,0,0,202,480,85,797,4.1974,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
tomnomnom__gron.88a6234,cpx62-miniswecompat-xhigh-20260517T094700Z-tomnomnom-gron,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.8883928571428571,False,False,False,,0,0,199,224,84,746,4.0455,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
trasta298__keifu.3331426,cpx62-miniswecompat-xhigh-20260517T094700Z-trasta298-keifu,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.5725190839694656,False,False,False,,0,0,150,262,49,467,2.5878,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
tree-sitter__tree-sitter.5e23cca,cpx62-miniswecompat-xhigh-20260517T094700Z-tree-sitter-tree-sitter,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.41883116883116883,False,False,False,,0,0,516,1232,106,1044,5.5094,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
tstack__lnav.ee34494,cpx62-miniswecompat-xhigh-20260517T094700Z-tstack-lnav,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.11616161616161616,False,False,False,,0,0,115,990,85,856,4.8064,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
tukaani-project__xz.1007bf0,cpx62-miniswecompat-xhigh-20260517T094700Z-tukaani-project-xz,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.4085106382978723,False,False,True,,0,0,576,1410,118,910,5.4777,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
typst__typst.88356d0,cpx62-miniswecompat-xhigh-20260517T094700Z-typst-typst,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.41531322505800466,False,False,False,,0,0,716,1724,54,716,3.8981,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
unhappychoice__gittype.34b72d0,cpx62-miniswecompat-xhigh-20260517T094700Z-unhappychoice-gittype,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.7192982456140351,False,False,False,,0,0,533,741,61,602,3.0831,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
universal-ctags__ctags.243595e,cpx62-miniswecompat-xhigh-20260517T094700Z-universal-ctags-ctags,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.001328609388839681,False,False,False,,0,0,3,2258,86,1074,6.1098,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
wfxr__code-minimap.0ddeea5,cpx62-miniswecompat-xhigh-20260517T094700Z-wfxr-code-minimap,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9329073482428115,False,False,False,,0,0,292,313,92,1223,5.7462,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
wfxr__csview.8ac4de0,cpx62-miniswecompat-xhigh-20260517T094700Z-wfxr-csview,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9880597014925373,False,True,False,,0,0,331,335,86,974,4.7383,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
wgunderwood__tex-fmt.3f1aef6,cpx62-miniswecompat-xhigh-20260517T094700Z-wgunderwood-tex-fmt,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.4087912087912088,False,False,True,,0,0,186,455,82,753,3.6435,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
wintermute-cell__ngrrram.8ea13c3,cpx62-miniswecompat-xhigh-20260517T094700Z-wintermute-cell-ngrrram,20260517T094700Z,gpt-5.5,xhigh,mini-swe-compatible-nointernet,False,0.9702970297029703,False,True,False,,0,0,294,303,84,702,4.2127,Linux,x86_64,16,30g,https://developers.openai.com/api/docs/models/gpt-5.5,Mini-SWE-Compatible No Internet,prompt/mini-swe-compatible-nointernet/,78be3d42ed7efe84f5ed66a4ae175a428db4afbc0e1a03f048fd94c8e4e31853
